dataset,pool,group,task_family,split,source_id,method,params,status,error,n,c,M,runtime_seconds,backend,repo_url,commit,retrieval_date,license,bp_sha256,params_sha256,cache_hit,cache_file,adapter_meta,adapter_revision,ACC,NMI,ARI,F1
10X PBMC,1,BKCC_V2,,formal,,RANGE,"{""alpha"": 0.8, ""anchor_offset"": 0, ""fuzzy_threshold"": 0.8, ""kmeans_replicates"": 3, ""lambda"": 0.1}",ok,,4271,8,20,15.990684999997029,matlab,https://github.com/middle258/RANGE.git,85d93c54d72d500034d05b5ef131bd90630a3632,2026-09-14,NOASSERTION,0abccd7b02b28a0a269a080cc1a9b8a7ca43e753b76702d7409a2d78546e2b89,768290a1f1c2f63f8babf657f4e5e2b4da610a7bbda77136d410d91af83ab12a,False,results\cache\official_baselines\RANGE\10X_PBMC__pool1__a4d0aacf9bc30cb20313f114028806195d0cbd80c5a66cba4cd8dd418ae2db29.npz,"{""details"": {""alpha"": 0.8, ""anchor_offset"": 0, ""entrypoint"": ""HFES+solve_RANGE"", ""fuzzy_threshold"": 0.8, ""input"": ""frozen_base_parts"", ""kmeans_replicates"": 3, ""lambda"": 0.1}, ""method"": ""RANGE"", ""schema"": ""psfce-v4-matlab-adapter-v1""}",v1,0.7679700304378366,0.768878710540269,0.7848080038923676,0.6548600744187203
10X PBMC,1,BKCC_V2,,formal,,YACHT,"{""alpha"": 0.99, ""anchor_offset"": 2, ""kmeans_replicates"": 3, ""theta"": 0.4, ""walk_order"": 20}",ok,,4271,8,20,19.95830090000527,matlab,https://github.com/scu-kdde/YACHT.git,44cb0fc35b80ec17befa199879ac947fee15f464,2026-09-14,NOASSERTION,0abccd7b02b28a0a269a080cc1a9b8a7ca43e753b76702d7409a2d78546e2b89,62deb2b66b54ab18491847bd2cca81e375344bea0ab840d0da429a98100a165b,False,results\cache\official_baselines\YACHT\10X_PBMC__pool1__d2ea411b899f510a0ded57583cfa611e1a1a376259ce5e3f53d9710ffd3bf995.npz,"{""details"": {""alpha"": 0.99, ""anchor_offset"": 2, ""compatibility_patch"": ""paper walk order is parameterized; repository helper hard-codes 10"", ""entrypoint"": ""solve_YACHT"", ""input"": ""frozen_base_parts"", ""kmeans_replicates"": 3, ""theta"": 0.4, ""walk_order"": 20}, ""method"": ""YACHT"", ""schema"": ""psfce-v4-matlab-adapter-v1""}",v1,0.695387497073285,0.6473776384441041,0.6455669553976453,0.6155052718237602
10X PBMC,2,BKCC_V2,,formal,,CEHM,{},ok,,4271,8,20,13.083647699997528,matlab,https://github.com/FeijiangLi/Code-k-HyperEdge-Medoids-for-Clustering-Ensemble-AAAI.git,29c22fb18e05eed67728eebcb29cd7e9133723f7,2026-09-14,NOASSERTION,5d285b3cefdc0bea5fb2ae725d2d119738605d1307a9bc40c65019906db34e89,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,False,results\cache\official_baselines\CEHM\10X_PBMC__pool2__8e7683fcf52cccb50789d517ba3974e73313eae0c58cf2074d9fbcb4f21f5e23.npz,"{""details"": {""entrypoint"": ""CEHM"", ""input"": ""frozen_base_parts"", ""variant"": ""published""}, ""method"": ""CEHM"", ""schema"": ""psfce-v4-matlab-adapter-v1""}",v1,0.5778506204635917,0.6082734381253934,0.4235522637661038,0.30562296244652376
10X PBMC,2,BKCC_V2,,formal,,RANGE,"{""alpha"": 0.8, ""anchor_offset"": 0, ""fuzzy_threshold"": 0.8, ""kmeans_replicates"": 3, ""lambda"": 0.1}",ok,,4271,8,20,15.727597400007653,matlab,https://github.com/middle258/RANGE.git,85d93c54d72d500034d05b5ef131bd90630a3632,2026-09-14,NOASSERTION,5d285b3cefdc0bea5fb2ae725d2d119738605d1307a9bc40c65019906db34e89,768290a1f1c2f63f8babf657f4e5e2b4da610a7bbda77136d410d91af83ab12a,False,results\cache\official_baselines\RANGE\10X_PBMC__pool2__45097e40e3491c4e7cad4a4e16ced0c0e05fa6d899e5c0ef080114708140d065.npz,"{""details"": {""alpha"": 0.8, ""anchor_offset"": 0, ""entrypoint"": ""HFES+solve_RANGE"", ""fuzzy_threshold"": 0.8, ""input"": ""frozen_base_parts"", ""kmeans_replicates"": 3, ""lambda"": 0.1}, ""method"": ""RANGE"", ""schema"": ""psfce-v4-matlab-adapter-v1""}",v1,0.753687660969328,0.7560565940154352,0.7476903359975295,0.6239494151899998
10X PBMC,2,BKCC_V2,,formal,,YACHT,"{""alpha"": 0.99, ""anchor_offset"": 2, ""kmeans_replicates"": 3, ""theta"": 0.4, ""walk_order"": 20}",ok,,4271,8,20,21.335017100005643,matlab,https://github.com/scu-kdde/YACHT.git,44cb0fc35b80ec17befa199879ac947fee15f464,2026-09-14,NOASSERTION,5d285b3cefdc0bea5fb2ae725d2d119738605d1307a9bc40c65019906db34e89,62deb2b66b54ab18491847bd2cca81e375344bea0ab840d0da429a98100a165b,False,results\cache\official_baselines\YACHT\10X_PBMC__pool2__3d9884fd7de727573128c2c4b9907f90a4bbc5cb00e5ebda7d0848c33e3bd23e.npz,"{""details"": {""alpha"": 0.99, ""anchor_offset"": 2, ""compatibility_patch"": ""paper walk order is parameterized; repository helper hard-codes 10"", ""entrypoint"": ""solve_YACHT"", ""input"": ""frozen_base_parts"", ""kmeans_replicates"": 3, ""theta"": 0.4, ""walk_order"": 20}, ""method"": ""YACHT"", ""schema"": ""psfce-v4-matlab-adapter-v1""}",v1,0.777101381409506,0.7359479384211104,0.7274852431293674,0.683781448870022
10X PBMC,0,BKCC_V2,,formal,,CEHM,{},ok,,4271,8,20,15.559340799998608,matlab,https://github.com/FeijiangLi/Code-k-HyperEdge-Medoids-for-Clustering-Ensemble-AAAI.git,29c22fb18e05eed67728eebcb29cd7e9133723f7,2026-09-14,NOASSERTION,04b86e92dac88ad430df5c378effe9ecaa3e03d0acd536aa97a6ca5d70ad04fd,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,False,results\cache\official_baselines\CEHM\10X_PBMC__pool0__6fde1cfad47fea6ab2f6dca0abffcdcf14838ecee95b21aadc58e1421c5e8c26.npz,"{""details"": {""entrypoint"": ""CEHM"", ""input"": ""frozen_base_parts"", ""variant"": ""published""}, ""method"": ""CEHM"", ""schema"": ""psfce-v4-matlab-adapter-v1""}",v1,0.49637087333177243,0.4884270070109849,0.24735230196076957,0.3011325261155465
10X PBMC,0,BKCC_V2,,formal,,RANGE,"{""alpha"": 0.8, ""anchor_offset"": 0, ""fuzzy_threshold"": 0.8, ""kmeans_replicates"": 3, ""lambda"": 0.1}",ok,,4271,8,20,15.163037500009523,matlab,https://github.com/middle258/RANGE.git,85d93c54d72d500034d05b5ef131bd90630a3632,2026-09-14,NOASSERTION,04b86e92dac88ad430df5c378effe9ecaa3e03d0acd536aa97a6ca5d70ad04fd,768290a1f1c2f63f8babf657f4e5e2b4da610a7bbda77136d410d91af83ab12a,False,results\cache\official_baselines\RANGE\10X_PBMC__pool0__75a7cc4a3131b6c61a90f47ab359a293ebe5f61e7244624bcf977610d2c96942.npz,"{""details"": {""alpha"": 0.8, ""anchor_offset"": 0, ""entrypoint"": ""HFES+solve_RANGE"", ""fuzzy_threshold"": 0.8, ""input"": ""frozen_base_parts"", ""kmeans_replicates"": 3, ""lambda"": 0.1}, ""method"": ""RANGE"", ""schema"": ""psfce-v4-matlab-adapter-v1""}",v1,0.8248653711074689,0.79292837783595,0.7994632801262094,0.7624822445267361
10X PBMC,0,BKCC_V2,,formal,,YACHT,"{""alpha"": 0.99, ""anchor_offset"": 2, ""kmeans_replicates"": 3, ""theta"": 0.4, ""walk_order"": 20}",ok,,4271,8,20,21.19072220000089,matlab,https://github.com/scu-kdde/YACHT.git,44cb0fc35b80ec17befa199879ac947fee15f464,2026-09-14,NOASSERTION,04b86e92dac88ad430df5c378effe9ecaa3e03d0acd536aa97a6ca5d70ad04fd,62deb2b66b54ab18491847bd2cca81e375344bea0ab840d0da429a98100a165b,False,results\cache\official_baselines\YACHT\10X_PBMC__pool0__22689b2ef98c33a1b0048fbfa336a3a6f602afe6eb99bc013e93c6dd21eb2672.npz,"{""details"": {""alpha"": 0.99, ""anchor_offset"": 2, ""compatibility_patch"": ""paper walk order is parameterized; repository helper hard-codes 10"", ""entrypoint"": ""solve_YACHT"", ""input"": ""frozen_base_parts"", ""kmeans_replicates"": 3, ""theta"": 0.4, ""walk_order"": 20}, ""method"": ""YACHT"", ""schema"": ""psfce-v4-matlab-adapter-v1""}",v1,0.6363849215640365,0.5985372194036563,0.5847041710694185,0.5204718365553009
11_Tumors,0,NEW10,,formal,,CEHM,{},ok,,174,11,20,11.876426999995601,matlab,https://github.com/FeijiangLi/Code-k-HyperEdge-Medoids-for-Clustering-Ensemble-AAAI.git,29c22fb18e05eed67728eebcb29cd7e9133723f7,2026-09-14,NOASSERTION,0bfc6ef76987abd279c8566686e069cc09393efd8d3253aaabae3c2f73190315,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,False,results\cache\official_baselines\CEHM\11_Tumors__pool0__d5e2fd488451644608fc06cd13834e226581fc1a6c26f9521822b88bb61b7cee.npz,"{""details"": {""entrypoint"": ""CEHM"", ""input"": ""frozen_base_parts"", ""variant"": ""published""}, ""method"": ""CEHM"", ""schema"": ""psfce-v4-matlab-adapter-v1""}",v1,0.5517241379310345,0.6059706083902804,0.35229945273537794,0.43467803086588197
11_Tumors,0,NEW10,,formal,,RANGE,"{""alpha"": 0.8, ""anchor_offset"": 0, ""fuzzy_threshold"": 0.8, ""kmeans_replicates"": 3, ""lambda"": 0.1}",ok,,174,11,20,12.715114000005997,matlab,https://github.com/middle258/RANGE.git,85d93c54d72d500034d05b5ef131bd90630a3632,2026-09-14,NOASSERTION,0bfc6ef76987abd279c8566686e069cc09393efd8d3253aaabae3c2f73190315,768290a1f1c2f63f8babf657f4e5e2b4da610a7bbda77136d410d91af83ab12a,False,results\cache\official_baselines\RANGE\11_Tumors__pool0__f424e07e2ca299295f01622cf19989ec1f9a7a8df526397c32062c55310ebeab.npz,"{""details"": {""alpha"": 0.8, ""anchor_offset"": 0, ""entrypoint"": ""HFES+solve_RANGE"", ""fuzzy_threshold"": 0.8, ""input"": ""frozen_base_parts"", ""kmeans_replicates"": 3, ""lambda"": 0.1}, ""method"": ""RANGE"", ""schema"": ""psfce-v4-matlab-adapter-v1""}",v1,0.6494252873563219,0.6441853783664818,0.5056991712279507,0.6092980198243355
11_Tumors,0,NEW10,,formal,,YACHT,"{""alpha"": 0.99, ""anchor_offset"": 2, ""kmeans_replicates"": 3, ""theta"": 0.4, ""walk_order"": 20}",ok,,174,11,20,12.022410300007323,matlab,https://github.com/scu-kdde/YACHT.git,44cb0fc35b80ec17befa199879ac947fee15f464,2026-09-14,NOASSERTION,0bfc6ef76987abd279c8566686e069cc09393efd8d3253aaabae3c2f73190315,62deb2b66b54ab18491847bd2cca81e375344bea0ab840d0da429a98100a165b,False,results\cache\official_baselines\YACHT\11_Tumors__pool0__7ddca2dee07591b9baef9fc38bc6a03074fd42bd3102169599ea555393f418e8.npz,"{""details"": {""alpha"": 0.99, ""anchor_offset"": 2, ""compatibility_patch"": ""paper walk order is parameterized; repository helper hard-codes 10"", ""entrypoint"": ""solve_YACHT"", ""input"": ""frozen_base_parts"", ""kmeans_replicates"": 3, ""theta"": 0.4, ""walk_order"": 20}, ""method"": ""YACHT"", ""schema"": ""psfce-v4-matlab-adapter-v1""}",v1,0.5517241379310345,0.5971170166386562,0.4312590504801647,0.49522737022737023
11_Tumors,1,NEW10,,formal,,CEHM,{},ok,,174,11,20,11.981539300002623,matlab,https://github.com/FeijiangLi/Code-k-HyperEdge-Medoids-for-Clustering-Ensemble-AAAI.git,29c22fb18e05eed67728eebcb29cd7e9133723f7,2026-09-14,NOASSERTION,d0c225c0e1fbd9be43e35734c4a56661fe9b33b3341669056daa522b530619e4,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,False,results\cache\official_baselines\CEHM\11_Tumors__pool1__7b80bd2dbb6425caa963719c4239623c4e9100081a9b748d4df6a8c01da5b966.npz,"{""details"": {""entrypoint"": ""CEHM"", ""input"": ""frozen_base_parts"", ""variant"": ""published""}, ""method"": ""CEHM"", ""schema"": ""psfce-v4-matlab-adapter-v1""}",v1,0.4827586206896552,0.5361399596383238,0.3343012856397376,0.3993707973029288
11_Tumors,1,NEW10,,formal,,RANGE,"{""alpha"": 0.8, ""anchor_offset"": 0, ""fuzzy_threshold"": 0.8, ""kmeans_replicates"": 3, ""lambda"": 0.1}",ok,,174,11,20,12.740393499989295,matlab,https://github.com/middle258/RANGE.git,85d93c54d72d500034d05b5ef131bd90630a3632,2026-09-14,NOASSERTION,d0c225c0e1fbd9be43e35734c4a56661fe9b33b3341669056daa522b530619e4,768290a1f1c2f63f8babf657f4e5e2b4da610a7bbda77136d410d91af83ab12a,False,results\cache\official_baselines\RANGE\11_Tumors__pool1__32b3e88d00c74183a8d3c15073bfb43d4490216c1d8adfd7fd3884f25709067e.npz,"{""details"": {""alpha"": 0.8, ""anchor_offset"": 0, ""entrypoint"": ""HFES+solve_RANGE"", ""fuzzy_threshold"": 0.8, ""input"": ""frozen_base_parts"", ""kmeans_replicates"": 3, ""lambda"": 0.1}, ""method"": ""RANGE"", ""schema"": ""psfce-v4-matlab-adapter-v1""}",v1,0.632183908045977,0.6513404942677363,0.5121424091060954,0.5829633972342523
11_Tumors,1,NEW10,,formal,,YACHT,"{""alpha"": 0.99, ""anchor_offset"": 2, ""kmeans_replicates"": 3, ""theta"": 0.4, ""walk_order"": 20}",ok,,174,11,20,11.91881829999329,matlab,https://github.com/scu-kdde/YACHT.git,44cb0fc35b80ec17befa199879ac947fee15f464,2026-09-14,NOASSERTION,d0c225c0e1fbd9be43e35734c4a56661fe9b33b3341669056daa522b530619e4,62deb2b66b54ab18491847bd2cca81e375344bea0ab840d0da429a98100a165b,False,results\cache\official_baselines\YACHT\11_Tumors__pool1__2467b09983206b71fc6541e964b1e7a0c7c1d6e7c8e46602f369fb6a3865bb16.npz,"{""details"": {""alpha"": 0.99, ""anchor_offset"": 2, ""compatibility_patch"": ""paper walk order is parameterized; repository helper hard-codes 10"", ""entrypoint"": ""solve_YACHT"", ""input"": ""frozen_base_parts"", ""kmeans_replicates"": 3, ""theta"": 0.4, ""walk_order"": 20}, ""method"": ""YACHT"", ""schema"": ""psfce-v4-matlab-adapter-v1""}",v1,0.5804597701149425,0.5863279978080297,0.44173273636859206,0.524048486809272
11_Tumors,2,NEW10,,formal,,CEHM,{},ok,,174,11,20,11.780234200006817,matlab,https://github.com/FeijiangLi/Code-k-HyperEdge-Medoids-for-Clustering-Ensemble-AAAI.git,29c22fb18e05eed67728eebcb29cd7e9133723f7,2026-09-14,NOASSERTION,5a81c2a7d1a78b6297a7e4fdb5b9824a501fedff16821594cf7e37b8c44cac14,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,False,results\cache\official_baselines\CEHM\11_Tumors__pool2__43eb086bbf42defa9cd1bf54bc432d51fafff32e3bf92f261c1648d75f6c3c9f.npz,"{""details"": {""entrypoint"": ""CEHM"", ""input"": ""frozen_base_parts"", ""variant"": ""published""}, ""method"": ""CEHM"", ""schema"": ""psfce-v4-matlab-adapter-v1""}",v1,0.5057471264367817,0.5592252288962548,0.3591654529032076,0.40687052555826175
11_Tumors,2,NEW10,,formal,,RANGE,"{""alpha"": 0.8, ""anchor_offset"": 0, ""fuzzy_threshold"": 0.8, ""kmeans_replicates"": 3, ""lambda"": 0.1}",ok,,174,11,20,12.525538999994751,matlab,https://github.com/middle258/RANGE.git,85d93c54d72d500034d05b5ef131bd90630a3632,2026-09-14,NOASSERTION,5a81c2a7d1a78b6297a7e4fdb5b9824a501fedff16821594cf7e37b8c44cac14,768290a1f1c2f63f8babf657f4e5e2b4da610a7bbda77136d410d91af83ab12a,False,results\cache\official_baselines\RANGE\11_Tumors__pool2__383dd10fc057d2fccfff9f3c24962d2f202c04fef6d7f7218b1f43f9571a0ab6.npz,"{""details"": {""alpha"": 0.8, ""anchor_offset"": 0, ""entrypoint"": ""HFES+solve_RANGE"", ""fuzzy_threshold"": 0.8, ""input"": ""frozen_base_parts"", ""kmeans_replicates"": 3, ""lambda"": 0.1}, ""method"": ""RANGE"", ""schema"": ""psfce-v4-matlab-adapter-v1""}",v1,0.6091954022988506,0.6369220067707531,0.4898357095006055,0.546858038162386
11_Tumors,2,NEW10,,formal,,YACHT,"{""alpha"": 0.99, ""anchor_offset"": 2, ""kmeans_replicates"": 3, ""theta"": 0.4, ""walk_order"": 20}",ok,,174,11,20,12.177511300003971,matlab,https://github.com/scu-kdde/YACHT.git,44cb0fc35b80ec17befa199879ac947fee15f464,2026-09-14,NOASSERTION,5a81c2a7d1a78b6297a7e4fdb5b9824a501fedff16821594cf7e37b8c44cac14,62deb2b66b54ab18491847bd2cca81e375344bea0ab840d0da429a98100a165b,False,results\cache\official_baselines\YACHT\11_Tumors__pool2__335a6b4defea80b3eee70c3dc173583b29657f73b3e485f588db55878679e224.npz,"{""details"": {""alpha"": 0.99, ""anchor_offset"": 2, ""compatibility_patch"": ""paper walk order is parameterized; repository helper hard-codes 10"", ""entrypoint"": ""solve_YACHT"", ""input"": ""frozen_base_parts"", ""kmeans_replicates"": 3, ""theta"": 0.4, ""walk_order"": 20}, ""method"": ""YACHT"", ""schema"": ""psfce-v4-matlab-adapter-v1""}",v1,0.5114942528735632,0.6011643048040525,0.36327076300104516,0.49651796336913867
